0.9288	/th/
1.0339	/@/
1.1152	/p/
1.2271	/r/
1.3389	/a/
1.4305	/i/
1.522	/s/
1.583	/sr/
1.6508	/ae/
1.7084	/i/
1.8745	/n/
2.1728	/z/
2.2881	/m/
2.3762	/aw/
2.5016	/l/
2.5592	/@/
2.6474	/r/
2.7728	/th/
2.8575	/@/
2.9084	/n/
3.0033	/e/
3.0779	/n/
3.1355	/i/
3.3084	/aw/
3.4677	/s/
3.6338	/k/
3.7422	/s/
3.8202	/p/
3.9999	/k/
4.1049	/t/
4.149	/@/
4.2948	/d/
4.4066	/@/
