2.5592	/@/
4.1490	/@/
2.8575	/@/
4.4066	/@/
1.0339	/@/
1.3389	/a/
1.6508	/ae/
2.3762	/aw/
3.3084	/aw/
4.2948	/d/
3.0033	/e/
1.7084	/i/
1.4305	/i/
3.1355	/i/
3.9999	/k/
3.6338	/k/
2.5016	/l/
2.2881	/m/
2.9084	/n/
1.8745	/n/
3.0779	/n/
1.1152	/p/
3.8202	/p/
2.6474	/r/
1.2271	/r/
1.5220	/s/
3.7422	/s/
3.4677	/s/
1.5830	/sr/
4.1049	/t/
2.7728	/th/
0.9288	/th/
2.1728	/z/
